code,mode,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,archetype_title
2539,similarity,2,1,1,5,5,4,0,1,4,3,The Quiet Observer
2540,similarity,4,0,1,4,3,3,5,0,0,5,The Minimalist Architect
2541,similarity,2,0,2,2,0,4,0,5,3,1,The Grounded Loyalist
2542,similarity,0,5,0,1,0,0,1,2,5,3,The Midnight Coder
2543,similarity,2,5,1,0,3,1,3,1,2,0,The Direct Idealist
2544,similarity,0,3,5,4,1,2,2,0,4,0,The Minimalist Architect
2545,similarity,4,2,5,3,5,2,3,0,1,2,The Free Spirit
2546,similarity,0,2,0,1,4,3,4,5,3,5,The Focused Builder
2547,similarity,4,1,4,0,2,4,3,4,1,1,The Pure Creator
2548,similarity,2,1,5,5,5,0,4,3,4,3,The Digital Nomad
2549,similarity,0,0,5,5,3,5,5,2,0,0,The Free Spirit
2550,similarity,2,0,3,4,3,0,4,0,3,2,The Aesthetic Rover
2551,similarity,0,5,4,3,0,2,5,5,5,4,The Pure Creator
2552,similarity,4,5,2,1,4,3,0,4,3,1,The Minimalist Architect
2553,similarity,0,4,2,0,1,2,1,3,4,1,The Quiet Observer
2554,similarity,4,4,3,4,5,4,1,2,2,3,The Focused Builder
2555,similarity,2,3,1,3,4,5,2,1,5,0,The Direct Idealist
2556,similarity,0,3,2,2,2,0,3,1,1,2,The Minimalist Architect
2557,similarity,2,1,0,0,0,1,2,4,4,4,The Calm Strategist
2558,similarity,0,2,0,5,3,1,3,3,0,0,The Focused Builder
2559,similarity,4,0,1,4,3,2,4,2,4,3,The Pure Creator
2560,similarity,0,5,5,2,0,3,3,1,5,5,The Spontaneous Socialite
2561,similarity,4,5,0,1,4,5,4,1,3,1,The Quiet Observer
2562,similarity,2,4,0,5,2,4,5,0,4,2,The Aesthetic Rover
2563,similarity,0,4,4,4,1,5,0,5,2,4,The Pure Creator
2564,similarity,2,3,5,3,5,1,5,4,5,0,The Midnight Coder
2565,similarity,0,3,3,1,2,2,1,1,1,3,The Quiet Observer
2566,similarity,4,2,3,0,0,3,2,0,5,5,The Focused Builder
2567,similarity,0,2,4,4,4,3,1,0,0,1,The Grounded Loyalist
2568,similarity,4,1,2,3,3,4,2,5,4,4,The Spontaneous Socialite
2569,similarity,2,1,3,2,1,5,3,4,5,0,The Calm Strategist
2570,similarity,4,5,1,0,4,0,2,3,3,0,The Digital Nomad
2571,similarity,2,0,1,5,2,0,3,2,0,3,The Free Spirit
2572,similarity,0,4,2,4,2,1,4,1,2,5,The Spontaneous Socialite
2573,similarity,4,5,0,2,5,2,5,5,0,1,The Quiet Observer
2574,similarity,0,3,1,3,3,4,4,4,1,3,The Digital Nomad
2575,similarity,4,4,5,1,0,3,5,3,5,0,The Grounded Loyalist
2576,similarity,1,2,5,0,0,4,1,2,0,2,The Quiet Observer
2577,similarity,3,1,0,5,3,0,0,1,4,4,The Minimalist Architect
2578,similarity,1,1,4,3,1,1,1,1,5,1,The Grounded Loyalist
2579,similarity,5,0,5,2,5,2,2,0,3,1,The Spontaneous Socialite
2580,similarity,3,0,5,1,4,2,1,5,1,3,The Calm Strategist
2581,similarity,5,5,3,5,2,3,2,2,2,0,The Digital Nomad
2582,similarity,3,5,4,4,5,4,3,1,0,2,The Free Spirit
2583,similarity,1,3,2,2,3,0,4,0,1,4,The Spontaneous Socialite
2584,similarity,3,4,2,1,1,5,3,0,5,1,The Pure Creator
2585,similarity,1,2,3,0,0,0,4,5,0,3,The Digital Nomad
2586,similarity,5,3,1,4,4,1,5,4,4,5,The Grounded Loyalist
2587,similarity,3,1,2,3,1,3,5,3,0,1,The Midnight Coder
2588,similarity,5,2,0,2,5,4,0,2,3,2,The Direct Idealist
2589,similarity,3,0,0,0,5,3,1,0,1,4,The Minimalist Architect
2590,similarity,1,1,1,5,2,5,0,5,2,0,The Grounded Loyalist
2591,similarity,3,5,5,3,0,0,1,4,0,3,The Focused Builder
2592,similarity,1,0,0,2,3,1,2,3,1,5,The Direct Idealist
2593,similarity,5,4,0,1,3,1,3,2,5,1,The Digital Nomad
2594,similarity,1,3,4,5,0,2,2,1,1,4,The Calm Strategist
2595,similarity,5,3,5,4,4,3,3,1,4,0,The Aesthetic Rover
2596,similarity,3,1,3,2,2,5,4,0,2,2,The Pure Creator
2597,similarity,1,2,3,1,1,0,3,3,3,3,The Digital Nomad
2598,similarity,3,0,4,0,5,5,5,2,1,5,The Quiet Observer
2599,similarity,1,1,2,0,2,0,0,1,3,1,The Aesthetic Rover
2600,similarity,5,5,3,5,0,2,5,0,0,4,The Direct Idealist
2601,similarity,1,0,1,4,4,3,0,0,2,0,The Midnight Coder
2602,similarity,5,4,1,2,3,2,1,5,5,2,The Calm Strategist
2603,similarity,3,5,2,1,1,4,2,4,1,4,The Focused Builder
2604,similarity,1,3,0,5,4,5,1,3,4,1,The Direct Idealist
2605,similarity,3,4,1,4,2,0,2,0,2,3,The Spontaneous Socialite
2606,similarity,1,2,5,3,2,0,3,0,4,3,The Calm Strategist
2607,similarity,5,3,5,1,5,1,2,5,1,0,The Aesthetic Rover
2608,similarity,1,1,0,0,3,2,4,4,3,2,The Free Spirit
2609,similarity,5,5,4,5,0,4,5,3,0,4,The Midnight Coder
2610,similarity,3,0,5,3,0,5,4,2,2,1,The Quiet Observer
2611,similarity,1,4,5,2,4,4,5,1,5,3,The Aesthetic Rover
2612,similarity,3,5,3,0,1,0,0,5,3,5,The Grounded Loyalist
2613,similarity,1,3,4,5,5,1,5,4,5,2,The Midnight Coder
2614,similarity,5,4,2,4,2,2,0,3,2,2,The Calm Strategist
2615,similarity,1,2,2,2,2,1,1,2,4,4,The Minimalist Architect
2616,similarity,5,3,3,1,5,3,2,1,1,1,The Free Spirit
2617,similarity,3,1,1,0,3,4,1,1,3,3,The Spontaneous Socialite
2618,similarity,5,2,2,4,1,5,2,0,0,5,The Pure Creator
2619,similarity,3,0,0,3,0,1,4,5,2,1,The Digital Nomad
2620,similarity,1,1,0,1,4,0,3,2,0,4,The Free Spirit
2621,similarity,5,5,1,0,1,1,4,1,3,0,The Midnight Coder
2622,similarity,1,5,5,5,5,3,5,0,5,2,The Pure Creator
2623,similarity,5,4,0,3,5,4,4,0,2,3,The Minimalist Architect
2624,similarity,3,4,0,2,2,3,5,5,4,5,The Grounded Loyalist
2625,similarity,5,3,4,2,0,5,0,4,1,1,The Focused Builder
2626,similarity,3,1,5,1,3,0,1,3,3,4,The Direct Idealist
2627,similarity,1,2,3,0,3,1,0,2,1,0,The Minimalist Architect
2628,similarity,5,0,3,4,1,0,1,5,2,2,The Free Spirit
2629,similarity,1,1,4,3,4,2,2,5,0,5,The Focused Builder
2630,similarity,5,5,2,2,2,3,2,4,3,1,The Pure Creator
2631,similarity,3,0,3,0,5,4,3,3,5,3,The Digital Nomad
2632,similarity,5,4,1,5,5,0,4,2,2,4,The Quiet Observer
2633,similarity,3,5,1,3,2,5,3,1,4,0,The Aesthetic Rover
2634,similarity,1,3,2,2,0,0,4,1,2,2,The Pure Creator
2635,similarity,5,3,0,1,4,2,5,0,3,4,The Minimalist Architect
2636,similarity,1,2,1,5,3,3,0,3,1,1,The Quiet Observer
2637,similarity,5,2,5,4,1,2,5,2,4,3,The Focused Builder
2638,similarity,3,1,5,3,4,4,0,1,0,5,The Direct Idealist
2639,similarity,5,1,0,1,2,5,1,0,4,2,The Spontaneous Socialite
2640,similarity,3,0,4,0,2,0,0,0,5,4,The Calm Strategist
2641,similarity,1,0,4,4,5,2,2,5,3,4,The Focused Builder
2642,similarity,3,5,5,3,3,1,3,4,4,1,The Free Spirit
2643,similarity,1,3,3,2,0,2,2,3,2,3,The Spontaneous Socialite
2644,similarity,5,4,4,0,0,3,3,0,3,5,The Quiet Observer
2645,similarity,3,2,2,5,4,5,4,0,1,2,The Aesthetic Rover
2646,similarity,5,3,2,3,1,4,5,5,5,4,The Grounded Loyalist
2647,similarity,3,1,3,2,5,5,4,4,0,0,The Midnight Coder
2648,similarity,1,1,1,1,2,1,5,3,4,3,The Quiet Observer
2649,similarity,3,0,2,5,2,2,0,2,5,5,The Minimalist Architect
2650,similarity,1,0,0,0,5,1,5,1,3,5,The Grounded Loyalist
2651,similarity,5,5,0,5,3,3,0,1,4,1,The Spontaneous Socialite
2652,similarity,3,5,1,3,1,4,2,4,2,4,The Calm Strategist
2653,similarity,5,4,5,2,0,5,1,3,0,0,The Digital Nomad
2654,similarity,3,4,0,0,4,1,2,2,1,2,The Free Spirit
2655,similarity,1,3,0,5,1,0,3,1,5,5,The Spontaneous Socialite
2656,similarity,3,3,4,4,5,1,4,1,0,1,The Pure Creator
2657,similarity,1,2,5,2,5,2,3,0,4,3,The Digital Nomad
2658,similarity,5,0,3,1,2,4,4,5,5,4,The Grounded Loyalist
2659,similarity,3,1,3,0,0,3,5,4,3,0,The Midnight Coder
2660,similarity,5,5,4,4,3,4,4,1,5,2,The Direct Idealist
2661,similarity,3,5,2,3,1,0,5,0,2,5,The Minimalist Architect
2662,similarity,1,4,3,1,1,1,1,0,0,1,The Grounded Loyalist
2663,similarity,3,4,1,0,4,2,0,5,1,3,The Focused Builder
2664,similarity,1,3,1,5,2,2,1,4,5,0,The Direct Idealist
2665,similarity,5,3,2,3,5,3,2,3,0,2,The Digital Nomad
2666,similarity,1,2,0,2,5,4,3,2,4,4,The Calm Strategist
2667,similarity,5,2,1,1,3,0,2,5,0,4,The Aesthetic Rover
2668,similarity,3,1,1,5,0,5,3,5,3,1,The Pure Creator
2669,similarity,1,1,5,4,4,0,4,4,5,3,The Digital Nomad
2670,similarity,3,0,0,2,3,2,3,3,2,5,The Quiet Observer
2671,similarity,1,0,4,1,1,3,4,2,0,2,The Aesthetic Rover
2672,similarity,5,5,4,0,4,2,5,1,1,4,The Direct Idealist
2673,similarity,1,5,5,4,2,3,5,1,5,0,The Midnight Coder
2674,similarity,5,3,3,3,2,5,0,0,1,3,The Calm Strategist
2675,similarity,3,2,4,1,5,0,1,3,4,5,The Focused Builder
2676,similarity,1,2,2,2,3,1,2,2,0,5,The Direct Idealist
2677,similarity,3,1,2,1,0,1,1,1,3,2,The Spontaneous Socialite
2678,similarity,1,1,3,5,4,2,2,0,1,4,The Calm Strategist
2679,similarity,5,0,1,4,4,3,3,0,2,0,The Aesthetic Rover
2680,similarity,1,0,2,3,1,5,2,5,0,3,The Free Spirit
2681,similarity,5,5,0,1,5,4,3,4,2,5,The Midnight Coder
2682,similarity,3,5,0,0,2,5,4,3,5,1,The Quiet Observer
2683,similarity,1,4,1,4,2,1,3,0,1,3,The Aesthetic Rover
2684,similarity,3,4,5,3,0,2,5,0,4,0,The Grounded Loyalist
2685,similarity,1,2,0,2,3,3,0,5,0,0,The Midnight Coder
2686,similarity,5,3,0,0,1,2,1,4,4,2,The Calm Strategist
2687,similarity,1,1,4,5,0,4,0,3,1,5,The Minimalist Architect
2688,similarity,5,2,5,4,4,5,1,2,3,1,The Free Spirit
2689,similarity,3,0,3,2,1,0,2,1,0,3,The Spontaneous Socialite
2690,similarity,5,1,3,1,5,0,1,1,2,0,The Pure Creator
2691,similarity,2,5,4,5,5,1,2,4,5,2,The Free Spirit
2692,similarity,0,4,2,4,2,2,3,3,1,4,The Spontaneous Socialite
2693,similarity,4,4,3,3,0,4,2,2,5,5,The Quiet Observer
2694,similarity,0,3,1,1,3,5,3,1,0,1,The Digital Nomad
2695,similarity,4,3,1,0,1,4,5,0,4,3,The Grounded Loyalist
2696,similarity,2,2,2,5,1,0,0,0,1,0,The Midnight Coder
2697,similarity,4,2,0,3,4,1,5,5,3,2,The Direct Idealist
2698,similarity,2,0,1,2,2,2,0,4,0,4,The Minimalist Architect
2699,similarity,0,1,1,0,5,2,1,1,2,0,The Grounded Loyalist
2700,similarity,4,5,5,5,5,3,0,0,0,3,The Spontaneous Socialite
2701,similarity,0,0,0,0,3,4,1,0,1,5,The Direct Idealist
2702,similarity,4,4,4,4,0,5,2,5,5,5,The Digital Nomad
2703,similarity,2,5,4,3,4,5,1,4,2,2,The Free Spirit
2704,similarity,4,3,5,1,3,0,2,3,4,4,The Aesthetic Rover
2705,similarity,2,4,3,0,1,1,3,2,1,0,The Pure Creator
2706,similarity,0,2,4,5,5,3,5,1,3,3,The Digital Nomad
2707,similarity,4,3,2,3,2,4,4,5,1,5,The Grounded Loyalist
2708,similarity,0,1,2,2,0,3,5,4,2,1,The Aesthetic Rover
2709,similarity,4,0,3,1,5,5,0,3,0,4,The Direct Idealist
2710,similarity,2,0,1,5,3,0,5,2,1,0,The Minimalist Architect
2711,similarity,4,4,2,4,0,1,0,1,5,0,The Calm Strategist
2712,similarity,2,5,0,2,4,1,1,1,2,3,The Focused Builder
2713,similarity,0,3,0,1,4,2,0,0,4,5,The Direct Idealist
2714,similarity,2,4,1,0,1,3,1,5,2,1,The Spontaneous Socialite
2715,similarity,0,2,5,4,5,4,2,2,3,3,The Calm Strategist
2716,similarity,4,3,5,3,2,0,3,1,1,0,The Aesthetic Rover
2717,similarity,2,1,0,2,2,5,3,0,2,2,The Pure Creator
2718,similarity,4,2,4,0,0,0,4,0,0,4,The Midnight Coder
2719,similarity,2,0,5,5,3,2,5,5,3,1,The Quiet Observer
2720,similarity,0,1,3,3,1,3,4,4,5,1,The Aesthetic Rover
2721,similarity,2,5,3,2,0,2,5,3,3,3,The Grounded Loyalist
2722,similarity,0,0,4,1,4,4,0,0,4,0,The Midnight Coder
2723,similarity,4,4,2,5,2,5,5,5,2,2,The Calm Strategist
2724,similarity,2,2,3,4,5,0,0,5,3,4,The Focused Builder
2725,similarity,4,3,1,3,3,0,1,4,1,1,The Free Spirit
2726,similarity,2,1,1,3,2,1,0,3,3,3,The Spontaneous Socialite
2727,similarity,0,2,2,2,0,2,2,2,0,5,The Calm Strategist
2728,similarity,2,0,0,0,3,4,3,1,4,2,The Digital Nomad
2729,similarity,0,1,1,5,1,5,4,1,5,2,The Free Spirit
2730,similarity,4,5,1,4,1,4,3,4,3,4,The Midnight Coder
2731,similarity,2,0,5,2,4,5,4,3,4,0,The Quiet Observer
2732,similarity,4,4,0,1,2,1,5,2,2,3,The Minimalist Architect
2733,similarity,2,5,4,5,5,2,4,1,4,5,The Grounded Loyalist
2734,similarity,0,3,4,4,5,1,5,0,1,1,The Midnight Coder
2735,similarity,2,4,5,3,3,3,0,0,3,4,The Direct Idealist
2736,similarity,0,2,3,1,0,4,5,5,0,0,The Minimalist Architect
2737,similarity,4,2,4,0,4,5,0,4,4,0,The Free Spirit
2738,similarity,0,1,2,5,3,1,2,1,5,3,The Focused Builder
2739,similarity,4,1,2,3,1,0,3,0,3,5,The Pure Creator
2740,similarity,2,0,3,2,5,1,2,0,5,1,The Digital Nomad
2741,similarity,0,4,1,0,2,3,3,5,2,4,The Free Spirit
2742,similarity,2,5,2,5,0,4,4,4,4,0,The Aesthetic Rover
2743,similarity,0,3,2,4,5,3,3,3,1,2,The Pure Creator
2744,similarity,4,4,0,2,3,4,4,2,5,4,The Minimalist Architect
2745,similarity,0,2,1,1,1,0,5,1,0,1,The Quiet Observer
2746,similarity,4,3,5,0,4,1,4,5,4,1,The Focused Builder
2747,similarity,2,1,5,4,4,0,5,4,0,3,The Direct Idealist
2748,similarity,0,2,0,3,1,2,0,3,3,0,The Minimalist Architect
2749,similarity,2,0,4,1,5,3,2,2,5,2,The Calm Strategist
2750,similarity,0,0,5,0,2,4,1,1,2,4,The Focused Builder
2751,similarity,4,5,3,5,2,0,2,1,4,1,The Pure Creator
2752,similarity,0,5,3,5,0,5,3,0,1,3,The Spontaneous Socialite
2753,similarity,4,4,4,4,3,0,2,5,5,5,The Quiet Observer
2754,similarity,2,4,2,3,1,2,3,2,1,2,The Aesthetic Rover
2755,similarity,0,3,3,1,4,3,4,1,4,2,The Pure Creator
2756,similarity,2,3,1,0,4,2,3,0,0,4,The Midnight Coder
2757,similarity,0,2,1,4,2,4,4,0,3,1,The Quiet Observer
2758,similarity,4,0,2,3,5,5,5,5,5,3,The Focused Builder
2759,similarity,0,1,0,2,3,0,0,4,2,5,The Grounded Loyalist
2760,similarity,4,5,1,0,2,1,0,3,0,1,The Spontaneous Socialite
2761,similarity,2,0,1,5,0,1,1,2,2,4,The Calm Strategist
2762,similarity,4,4,5,3,4,2,2,5,5,0,The Digital Nomad
2763,similarity,2,4,0,2,1,3,1,5,1,2,The Free Spirit
2764,similarity,0,3,4,1,1,5,2,4,4,3,The Spontaneous Socialite
2765,similarity,4,3,4,5,4,4,3,3,0,5,The Quiet Observer
2766,similarity,0,2,5,4,2,5,2,2,4,1,The Digital Nomad
2767,similarity,4,2,3,3,5,1,3,1,5,4,The Grounded Loyalist
2768,similarity,2,1,4,1,5,2,4,1,3,0,The Midnight Coder
2769,similarity,4,1,2,0,3,3,5,0,0,2,The Direct Idealist
2770,similarity,2,0,2,4,0,3,4,3,2,5,The Minimalist Architect
2771,similarity,0,0,3,3,4,4,0,2,5,1,The Grounded Loyalist
2772,similarity,4,5,1,2,1,5,1,1,1,3,The Spontaneous Socialite
2773,similarity,0,3,2,0,1,0,0,0,5,4,The Direct Idealist
2774,similarity,4,4,2,5,5,0,1,0,0,0,The Digital Nomad
2775,similarity,2,2,0,4,2,1,2,5,4,2,The Free Spirit
2776,similarity,4,2,1,2,0,2,1,4,5,4,The Aesthetic Rover
2777,similarity,2,1,5,3,5,4,2,3,3,1,The Pure Creator
2778,similarity,0,1,5,1,3,3,3,0,0,3,The Digital Nomad
2779,similarity,4,0,0,0,1,4,4,0,2,5,The Grounded Loyalist
2780,similarity,0,0,4,5,4,0,3,5,0,2,The Aesthetic Rover
2781,similarity,4,5,5,3,4,1,5,4,1,2,The Direct Idealist
2782,similarity,2,5,3,2,1,2,0,3,5,4,The Minimalist Architect
2783,similarity,4,4,3,1,5,2,5,2,0,1,The Calm Strategist
2784,similarity,2,4,4,5,3,3,0,1,4,3,The Focused Builder
2785,similarity,0,3,2,4,2,4,1,5,1,5,The Direct Idealist
2786,similarity,2,3,3,2,0,0,0,4,3,2,The Spontaneous Socialite
2787,similarity,0,2,1,1,3,5,1,3,1,4,The Calm Strategist
2788,similarity,4,2,1,0,1,0,2,2,2,0,The Aesthetic Rover
2789,similarity,2,0,2,4,4,1,3,1,0,3,The Pure Creator
2790,similarity,4,5,0,3,4,3,2,0,1,3,The Midnight Coder
2791,similarity,2,5,0,1,2,4,3,0,5,5,The Quiet Observer
2792,similarity,0,4,1,0,5,3,5,5,0,1,The Aesthetic Rover
2793,similarity,2,4,5,5,3,5,4,2,4,4,The Grounded Loyalist
2794,similarity,0,3,0,3,2,0,5,1,2,0,The Midnight Coder
2795,similarity,4,3,4,2,0,1,0,0,3,2,The Calm Strategist
2796,similarity,2,2,4,1,4,1,5,0,1,5,The Focused Builder
2797,similarity,4,2,5,5,1,2,0,5,2,1,The Free Spirit
2798,similarity,2,1,3,4,1,3,1,4,0,3,The Spontaneous Socialite
2799,similarity,0,1,4,2,4,5,2,3,1,4,The Calm Strategist
2800,similarity,2,0,2,1,2,4,1,2,5,0,The Digital Nomad
2801,similarity,0,0,2,0,0,5,2,5,3,2,The Free Spirit
2802,similarity,4,4,3,0,5,0,3,5,4,5,The Midnight Coder
2803,similarity,2,5,1,5,3,2,3,4,2,1,The Quiet Observer
2804,similarity,4,3,2,4,0,3,4,3,3,3,The Minimalist Architect
2805,similarity,1,4,2,2,4,2,5,2,1,0,The Midnight Coder
2806,similarity,5,2,0,1,1,4,4,1,2,2,The Calm Strategist
2807,similarity,1,1,1,5,1,5,5,1,0,4,The Minimalist Architect
2808,similarity,5,1,5,4,5,0,0,0,2,4,The Free Spirit
2809,similarity,3,0,5,3,2,0,1,3,5,1,The Spontaneous Socialite
2810,similarity,5,0,0,1,0,1,0,2,3,3,The Pure Creator
2811,similarity,3,5,4,0,5,2,1,1,4,5,The Digital Nomad
2812,similarity,1,5,5,5,3,4,2,0,2,2,The Free Spirit
2813,similarity,5,4,3,3,1,5,1,0,4,4,The Midnight Coder
2814,similarity,1,4,3,2,4,4,3,5,1,0,The Pure Creator
2815,similarity,5,2,4,0,4,0,4,4,3,3,The Minimalist Architect
2816,similarity,3,3,2,5,1,1,3,3,0,5,The Grounded Loyalist
2817,similarity,5,1,3,4,5,2,4,0,2,5,The Focused Builder
2818,similarity,3,2,3,2,3,1,5,5,5,2,The Direct Idealist
2819,similarity,1,0,1,1,0,3,0,5,3,4,The Minimalist Architect
2820,similarity,5,1,2,5,0,4,5,4,5,0,The Free Spirit
2821,similarity,1,5,0,4,3,5,0,3,2,3,The Focused Builder
2822,similarity,5,0,0,3,1,5,1,2,4,5,The Pure Creator
2823,similarity,3,4,1,1,5,0,0,1,1,1,The Digital Nomad
2824,similarity,5,3,5,0,4,1,1,1,3,3,The Quiet Observer
2825,similarity,3,3,0,5,2,3,3,4,0,4,The Aesthetic Rover
2826,similarity,1,2,4,3,5,4,2,3,4,0,The Pure Creator
2827,similarity,5,2,4,2,3,3,3,2,0,2,The Minimalist Architect
2828,similarity,1,0,5,2,2,5,4,1,3,5,The Quiet Observer
2829,similarity,5,1,3,1,0,0,5,0,5,1,The Focused Builder
2830,similarity,3,5,4,0,4,1,4,0,2,3,The Direct Idealist
2831,similarity,5,0,2,4,1,0,5,5,4,0,The Spontaneous Socialite
2832,similarity,3,4,2,3,1,2,0,4,1,2,The Calm Strategist
2833,similarity,1,5,3,2,4,3,5,1,3,4,The Focused Builder
2834,similarity,3,3,1,0,2,4,0,0,1,5,The Free Spirit
2835,similarity,1,4,2,5,0,0,2,0,4,1,The Spontaneous Socialite
2836,similarity,5,2,2,3,3,5,1,5,0,3,The Quiet Observer
2837,similarity,3,3,0,2,3,0,2,4,3,0,The Aesthetic Rover
2838,similarity,5,1,1,1,0,2,3,3,5,2,The Grounded Loyalist
2839,similarity,3,5,5,5,4,3,2,2,2,4,The Midnight Coder
2840,similarity,1,0,5,4,2,2,3,5,4,0,The Quiet Observer
2841,similarity,3,4,0,3,1,4,4,5,2,3,The Minimalist Architect
2842,similarity,1,5,4,1,5,5,5,4,3,5,The Grounded Loyalist
2843,similarity,5,3,5,0,2,0,4,3,1,5,The Spontaneous Socialite
2844,similarity,3,4,3,4,0,0,5,2,4,2,The Calm Strategist
2845,similarity,5,2,3,3,5,1,0,1,0,4,The Digital Nomad
2846,similarity,3,3,4,2,3,2,0,0,3,0,The Free Spirit
2847,similarity,1,1,2,0,1,3,1,0,5,3,The Spontaneous Socialite
2848,similarity,3,2,3,5,4,5,2,3,3,5,The Pure Creator
2849,similarity,1,0,3,3,4,4,1,2,4,1,The Digital Nomad
2850,similarity,5,1,1,2,1,5,2,1,2,4,The Grounded Loyalist
2851,similarity,3,5,2,1,5,1,3,0,5,0,The Midnight Coder
2852,similarity,5,5,0,5,3,2,4,0,1,0,The Direct Idealist
2853,similarity,3,4,0,0,0,1,3,5,5,3,The Minimalist Architect
2854,similarity,1,4,1,5,0,3,4,4,0,5,The Grounded Loyalist
2855,similarity,3,3,5,3,3,4,5,3,4,1,The Focused Builder
2856,similarity,1,1,0,2,1,5,4,0,5,3,The Direct Idealist
2857,similarity,5,2,4,0,5,1,0,5,3,0,The Digital Nomad
2858,similarity,1,0,4,5,4,0,1,5,4,2,The Calm Strategist
2859,similarity,5,1,5,4,2,1,0,4,2,4,The Aesthetic Rover
2860,similarity,3,5,3,2,5,2,1,3,0,5,The Pure Creator
2861,similarity,1,0,4,1,3,4,2,2,1,1,The Digital Nomad
2862,similarity,3,4,2,0,3,3,3,1,5,3,The Quiet Observer
2863,similarity,1,5,2,4,0,4,2,1,0,0,The Aesthetic Rover
2864,similarity,5,3,3,3,4,0,3,4,4,2,The Direct Idealist
2865,similarity,1,3,1,1,1,1,4,3,5,4,The Midnight Coder
2866,similarity,5,2,1,0,5,2,3,2,3,1,The Calm Strategist
2867,similarity,3,2,2,5,4,2,4,1,1,3,The Focused Builder
2868,similarity,1,1,0,3,2,3,0,0,2,5,The Direct Idealist
2869,similarity,3,1,1,2,0,4,5,0,0,0,The Spontaneous Socialite
2870,similarity,1,0,5,1,3,0,0,5,1,2,The Calm Strategist
2871,similarity,5,0,5,5,3,5,1,4,5,4,The Aesthetic Rover
2872,similarity,1,5,0,4,0,0,2,1,0,0,The Free Spirit
2873,similarity,5,3,4,2,4,2,1,0,4,3,The Midnight Coder
2874,similarity,3,4,5,1,2,3,2,0,0,5,The Quiet Observer
2875,similarity,1,2,3,0,1,2,3,5,3,1,The Aesthetic Rover
2876,similarity,3,3,3,4,5,3,2,4,1,4,The Grounded Loyalist
2877,similarity,1,1,4,3,2,5,3,3,2,0,The Midnight Coder
2878,similarity,5,1,2,1,0,0,4,2,0,0,The Calm Strategist
2879,similarity,1,0,3,2,0,1,4,1,1,3,The Minimalist Architect
2880,similarity,5,0,3,1,3,1,5,5,5,5,The Free Spirit
2881,similarity,3,5,1,5,1,2,0,4,1,1,The Spontaneous Socialite
2882,similarity,5,5,2,4,4,3,1,3,4,4,The Pure Creator
2883,similarity,3,4,0,3,2,5,0,2,0,0,The Digital Nomad
2884,similarity,1,4,0,1,1,4,1,1,3,2,The Free Spirit
2885,similarity,5,3,1,0,5,5,2,0,1,5,The Midnight Coder
2886,similarity,1,3,5,4,3,1,1,0,2,1,The Pure Creator
2887,similarity,5,2,0,3,0,2,2,5,0,1,The Minimalist Architect
2888,similarity,3,0,4,2,0,3,3,2,2,3,The Grounded Loyalist
2889,similarity,5,1,4,0,3,2,2,1,5,0,The Focused Builder
2890,similarity,3,5,5,5,1,4,4,0,1,2,The Direct Idealist
2891,similarity,1,5,3,4,5,5,5,0,4,4,The Minimalist Architect
2892,similarity,5,4,4,2,4,0,0,5,2,1,The Free Spirit
2893,similarity,1,4,2,1,2,0,5,4,3,3,The Focused Builder
2894,similarity,5,3,2,5,5,1,0,3,1,5,The Pure Creator
2895,similarity,3,3,3,4,3,2,1,0,3,2,The Digital Nomad
2896,similarity,5,2,1,3,3,4,0,5,0,2,The Quiet Observer
2897,similarity,3,2,1,1,0,3,1,5,2,4,The Aesthetic Rover
2898,similarity,1,1,2,0,4,4,2,4,5,1,The Pure Creator
2899,similarity,5,1,0,5,1,0,1,3,1,3,The Minimalist Architect
2900,similarity,1,0,1,3,5,1,3,2,5,5,The Quiet Observer
2901,similarity,5,0,5,2,5,2,4,1,2,2,The Focused Builder
2902,similarity,3,5,5,0,2,2,5,1,4,4,The Direct Idealist
2903,similarity,5,5,0,5,0,3,4,4,1,0,The Spontaneous Socialite
2904,similarity,3,3,4,0,3,4,5,3,3,0,The Calm Strategist
2905,similarity,1,2,5,4,3,5,0,2,0,3,The Focused Builder
2906,similarity,3,2,3,3,0,5,5,1,2,5,The Free Spirit
2907,similarity,1,1,3,1,4,0,0,0,0,1,The Spontaneous Socialite
2908,similarity,5,1,4,0,2,1,1,0,3,4,The Quiet Observer
2909,similarity,3,0,2,5,1,3,0,5,5,0,The Aesthetic Rover
2910,similarity,5,0,3,3,5,4,1,4,2,2,The Grounded Loyalist
2911,similarity,3,5,3,2,2,3,3,1,4,5,The Midnight Coder
2912,similarity,1,5,1,1,0,5,4,0,1,1,The Quiet Observer
2913,similarity,3,4,2,5,4,0,3,5,3,1,The Minimalist Architect
2914,similarity,1,4,0,4,3,1,4,5,1,4,The Grounded Loyalist
2915,similarity,5,3,0,2,1,1,5,4,2,0,The Spontaneous Socialite
2916,similarity,3,3,1,1,4,2,4,3,0,2,The Calm Strategist
2917,similarity,5,1,5,0,2,3,5,2,3,4,The Digital Nomad
2918,similarity,3,2,0,4,2,4,0,1,5,1,The Free Spirit
2919,similarity,0,0,4,3,5,4,5,5,2,3,The Calm Strategist
2920,similarity,2,1,4,2,3,5,0,4,4,5,The Digital Nomad
2921,similarity,0,5,5,0,0,0,1,3,2,2,The Free Spirit
